Section_code,Division_code,Group_code,Class_code,Item_code,,,,,,Section_name,Division_name,Group_name,Class_name,Item_name
SECTION C,26,261,2611,26119,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF ELECTRONIC COMPONENTS AND BOARDS,Manufacture of Semiconductor Devices,Manufacture of semiconductor devices n.e.c.
SECTION C,26,261,2612,26121,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF ELECTRONIC COMPONENTS AND BOARDS,Manufacture of Other Electronic Components and Boards,Manufacture of capacitors
SECTION C,26,261,2612,26122,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF ELECTRONIC COMPONENTS AND BOARDS,Manufacture of Other Electronic Components and Boards,Manufacture of resistors
SECTION C,26,261,2612,26123,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF ELECTRONIC COMPONENTS AND BOARDS,Manufacture of Other Electronic Components and Boards,Manufacture of printed circuit boards without electronic parts
SECTION C,26,261,2612,26124,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF ELECTRONIC COMPONENTS AND BOARDS,Manufacture of Other Electronic Components and Boards,Manufacture of printed circuit boards with electronic parts
SECTION C,26,261,2612,26125,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF ELECTRONIC COMPONENTS AND BOARDS,Manufacture of Other Electronic Components and Boards,"Manufacture of piezo-electric devices (e.g. quartz crystals, quartz crystal filters, delay lines)"
SECTION C,26,261,2612,26126,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF ELECTRONIC COMPONENTS AND BOARDS,Manufacture of Other Electronic Components and Boards,Manufacture of electronic display devices except light emitting diodes
SECTION C,26,261,2612,26127,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF ELECTRONIC COMPONENTS AND BOARDS,Manufacture of Other Electronic Components and Boards,Manufacture of electronic connectors
SECTION C,26,261,2612,26129,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF ELECTRONIC COMPONENTS AND BOARDS,Manufacture of Other Electronic Components and Boards,Manufacture of other electronic components and boards n.e.c.
SECTION C,26,262,2620,26201,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF COMPUTERS AND PERIPHERAL EQUIPMENT,Manufacture of Computers and Peripheral Equipment,Manufacture of computers and data processing equipment except computer peripheral equipment
SECTION C,26,262,2620,26202,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF COMPUTERS AND PERIPHERAL EQUIPMENT,Manufacture of Computers and Peripheral Equipment,"Manufacture of disk drives (including CD-ROM drives, DVD-ROM drives, optical drives, flash drives, tape drives, solid state drives, storage subsystems)"
SECTION C,26,262,2620,26203,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF COMPUTERS AND PERIPHERAL EQUIPMENT,Manufacture of Computers and Peripheral Equipment,Manufacture of printers
SECTION C,26,262,2620,26204,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF COMPUTERS AND PERIPHERAL EQUIPMENT,Manufacture of Computers and Peripheral Equipment,Manufacture of smart cards and related products (e.g. smart card readers)
SECTION C,26,262,2620,26209,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF COMPUTERS AND PERIPHERAL EQUIPMENT,Manufacture of Computers and Peripheral Equipment,Manufacture of computers and peripheral equipment n.e.c.
SECTION C,26,263,2630,26301,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF COMMUNICATIONS EQUIPMENT,Manufacture of Communications Equipment,"Manufacture of telecommunications apparatus (e.g. PBX equipment, telephones except cellular)"
SECTION C,26,263,2630,26302,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF COMMUNICATIONS EQUIPMENT,Manufacture of Communications Equipment,"Manufacture of networking products (e.g. routers, switches)"
SECTION C,26,263,2630,26303,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF COMMUNICATIONS EQUIPMENT,Manufacture of Communications Equipment,Manufacture of wireless communications equipment (e.g. cellular phones)
SECTION C,26,263,2630,26304,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF COMMUNICATIONS EQUIPMENT,Manufacture of Communications Equipment,"Manufacture of electronic security systems (including electronic sensors, burglar and fire alarm systems)"
SECTION C,26,263,2630,26309,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF COMMUNICATIONS EQUIPMENT,Manufacture of Communications Equipment,Manufacture of communications equipment n.e.c.
SECTION C,26,264,2640,26400,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF CONSUMER ELECTRONICS,Manufacture of Consumer Electronics,Manufacture of consumer electronics
SECTION C,26,265,2651,26511,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS","MANUFACTURE OF MEASURING, TESTING, NAVIGATING AND CONTROL EQUIPMENT; WATCHES AND CLOCKS","Manufacture and Repair of Measuring, Testing, Navigating and Control Equipment",Manufacture and repair of engineering and scientific instruments
SECTION C,26,265,2651,26512,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS","MANUFACTURE OF MEASURING, TESTING, NAVIGATING AND CONTROL EQUIPMENT; WATCHES AND CLOCKS","Manufacture and Repair of Measuring, Testing, Navigating and Control Equipment",Manufacture and repair of measuring devices (e.g. meters)
SECTION C,26,265,2651,26513,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS","MANUFACTURE OF MEASURING, TESTING, NAVIGATING AND CONTROL EQUIPMENT; WATCHES AND CLOCKS","Manufacture and Repair of Measuring, Testing, Navigating and Control Equipment",Manufacture and repair of process control equipment and related products
SECTION C,26,265,2652,26521,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS","MANUFACTURE OF MEASURING, TESTING, NAVIGATING AND CONTROL EQUIPMENT; WATCHES AND CLOCKS",Manufacture of Watches and Clocks,Manufacture of fully electronic watches and clocks
SECTION C,26,265,2652,26522,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS","MANUFACTURE OF MEASURING, TESTING, NAVIGATING AND CONTROL EQUIPMENT; WATCHES AND CLOCKS",Manufacture of Watches and Clocks,Manufacture of electro-mechanical watches and clocks (e.g. watches and clocks with moving parts and battery)
SECTION C,26,265,2652,26523,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS","MANUFACTURE OF MEASURING, TESTING, NAVIGATING AND CONTROL EQUIPMENT; WATCHES AND CLOCKS",Manufacture of Watches and Clocks,Manufacture of mechanical watches and clocks
SECTION C,26,265,2652,26524,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS","MANUFACTURE OF MEASURING, TESTING, NAVIGATING AND CONTROL EQUIPMENT; WATCHES AND CLOCKS",Manufacture of Watches and Clocks,Manufacture of parts and accessories for watches and clocks
SECTION C,26,266,2660,26601,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS","MANUFACTURE OF IRRADIATION, ELECTROMEDICAL AND ELECTROTHERAPEUTIC EQUIPMENT","Manufacture and Repair of Irradiation, Electromedical and Electrotherapeutic Equipment",Manufacture and repair of electrotherapeutic devices
SECTION C,26,266,2660,26602,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS","MANUFACTURE OF IRRADIATION, ELECTROMEDICAL AND ELECTROTHERAPEUTIC EQUIPMENT","Manufacture and Repair of Irradiation, Electromedical and Electrotherapeutic Equipment",Manufacture and repair of irradiation and electromedical equipment and instruments
SECTION C,26,267,2670,26701,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF OPTICAL INSTRUMENTS AND PHOTOGRAPHIC EQUIPMENT,Manufacture of Optical Instruments and Photographic Equipment,Manufacture of photographic equipment and parts (including lenses)
SECTION C,26,267,2670,26709,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF OPTICAL INSTRUMENTS AND PHOTOGRAPHIC EQUIPMENT,Manufacture of Optical Instruments and Photographic Equipment,Manufacture of optical instruments and photographic equipment n.e.c.
SECTION C,26,268,2680,26801,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF MAGNETIC AND OPTICAL MEDIA,Manufacture of Magnetic and Optical Media,Manufacture of disk media
SECTION C,26,268,2680,26802,1,1,1,,,MANUFACTURING,"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",MANUFACTURE OF MAGNETIC AND OPTICAL MEDIA,Manufacture of Magnetic and Optical Media,"Manufacture of blank magnetic tapes, diskettes, Blu-ray technology discs, CDs, DVDs and VCDs"
SECTION C,27,271,2710,27101,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,"MANUFACTURE OF ELECTRIC MOTORS, GENERATORS, TRANSFORMERS, ELECTRICITY DISTRIBUTION AND CONTROL APPARATUS","Manufacture and Repair of Electric Motors, Generators, Transformers, Electricity Distribution and Control Apparatus",Manufacture and repair of electric motors
SECTION C,27,271,2710,27102,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,"MANUFACTURE OF ELECTRIC MOTORS, GENERATORS, TRANSFORMERS, ELECTRICITY DISTRIBUTION AND CONTROL APPARATUS","Manufacture and Repair of Electric Motors, Generators, Transformers, Electricity Distribution and Control Apparatus",Manufacture and repair of electric generators
SECTION C,27,271,2710,27103,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,"MANUFACTURE OF ELECTRIC MOTORS, GENERATORS, TRANSFORMERS, ELECTRICITY DISTRIBUTION AND CONTROL APPARATUS","Manufacture and Repair of Electric Motors, Generators, Transformers, Electricity Distribution and Control Apparatus",Manufacture and repair of transformers
SECTION C,27,271,2710,27104,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,"MANUFACTURE OF ELECTRIC MOTORS, GENERATORS, TRANSFORMERS, ELECTRICITY DISTRIBUTION AND CONTROL APPARATUS","Manufacture and Repair of Electric Motors, Generators, Transformers, Electricity Distribution and Control Apparatus","Manufacture and repair of switchgear and switchboard apparatus (including switches, circuit breakers and electrical control panels)"
SECTION C,27,271,2710,27109,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,"MANUFACTURE OF ELECTRIC MOTORS, GENERATORS, TRANSFORMERS, ELECTRICITY DISTRIBUTION AND CONTROL APPARATUS","Manufacture and Repair of Electric Motors, Generators, Transformers, Electricity Distribution and Control Apparatus","Manufacture and repair of electric motors, generators, transformers and electricity distribution and control apparatus n.e.c. (e.g. busbar trunking)"
SECTION C,27,272,2720,27201,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF BATTERIES AND ACCUMULATORS,Manufacture of Batteries and Accumulators,Manufacture of primary batteries
SECTION C,27,272,2720,27202,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF BATTERIES AND ACCUMULATORS,Manufacture of Batteries and Accumulators,Manufacture of secondary batteries
SECTION C,27,273,2732,27321,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF WIRING AND WIRING DEVICES,Manufacture of Electronic and Electric Wires and Cables,Manufacture of telecommunications cables and wires
SECTION C,27,273,2732,27322,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF WIRING AND WIRING DEVICES,Manufacture of Electronic and Electric Wires and Cables,Manufacture of electric power cables and wires
SECTION C,27,273,2732,27323,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF WIRING AND WIRING DEVICES,Manufacture of Electronic and Electric Wires and Cables,"Manufacture of enamelled wires (used for winding of motors, transformers etc)"
SECTION C,27,273,2732,27324,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF WIRING AND WIRING DEVICES,Manufacture of Electronic and Electric Wires and Cables,Manufacture of wire and cable assemblies and harnesses
SECTION C,27,273,2732,27329,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF WIRING AND WIRING DEVICES,Manufacture of Electronic and Electric Wires and Cables,Manufacture of other electronic and electric wires and cables n.e.c.
SECTION C,27,273,2733,27330,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF WIRING AND WIRING DEVICES,Manufacture and Repair of Wiring Devices,Manufacture and repair of wiring devices
SECTION C,27,274,2740,27400,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF ELECTRIC LIGHTING EQUIPMENT,Manufacture and Repair of Electric Lighting Equipment,"Manufacture and repair of electric lamps and lighting equipment (including silver reflectors, fittings and parts)"
SECTION C,27,275,2750,27501,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF DOMESTIC APPLIANCES,Manufacture of Domestic Appliances,"Manufacture of electrical household appliances (e.g. refrigerators, hot plates, toasters, food mixers, cookers, hair dryers, fans, shavers)"
SECTION C,27,275,2750,27509,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF DOMESTIC APPLIANCES,Manufacture of Domestic Appliances,"Manufacture of domestic appliances n.e.c. (e.g. non-electric cooking ranges, grates, stoves)"
SECTION C,27,279,2790,27901,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF OTHER ELECTRICAL EQUIPMENT,Manufacture of Other Electrical Equipment,Manufacture of fuel cells
SECTION C,27,279,2790,27902,1,1,1,,,MANUFACTURING,MANUFACTURE OF ELECTRICAL EQUIPMENT,MANUFACTURE OF OTHER ELECTRICAL EQUIPMENT,Manufacture of Other Electrical Equipment,"Manufacture of electrical machinery, apparatus, appliances and supplies (including sound or visual signalling apparatus, electrical insulators except porcelain or glass)"
SECTION C,28,281,2811,28111,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,"Manufacture and Repair of Engines and Turbines except Aircraft, Vehicle and Cycle Engines","Manufacture and repair of engines and turbines except aircraft, vehicle, cycle and marine engines"
SECTION C,28,281,2811,28112,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,"Manufacture and Repair of Engines and Turbines except Aircraft, Vehicle and Cycle Engines",Manufacture and repair of marine engine
SECTION C,28,281,2812,28121,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,"Manufacture and Repair of Pumps, Compressors, Taps and Valves","Manufacture and repair of pumps (e.g. hydraulic pumps, drainage pumps)"
SECTION C,28,281,2812,28122,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,"Manufacture and Repair of Pumps, Compressors, Taps and Valves","Manufacture and repair of taps, cocks and valves"
SECTION C,28,281,2812,28129,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,"Manufacture and Repair of Pumps, Compressors, Taps and Valves","Manufacture and repair of pumps, compressors, taps and valves n.e.c."
SECTION C,28,281,2814,28141,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,"Manufacture of Bearings, Gears, Gearing and Driving Elements",Manufacture of bearings (including disc and ball bearings)
SECTION C,28,281,2814,28142,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,"Manufacture of Bearings, Gears, Gearing and Driving Elements","Manufacture and repair of gears, gearing and driving elements"
SECTION C,28,281,2815,28150,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,"Manufacture and Repair of Ovens, Furnaces and Furnace Burners","Manufacture and repair of ovens, furnaces and furnace burners"
SECTION C,28,281,2816,28161,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Lifting and Handling Equipment,Manufacture and repair of lifting and hoisting machinery except electrical
SECTION C,28,281,2816,28162,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Lifting and Handling Equipment,Manufacture and repair of lifts and escalators
SECTION C,28,281,2816,28169,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Lifting and Handling Equipment,Manufacture and repair of lifting and handling equipment n.e.c. (including conveying systems and industrial automated systems)
SECTION C,28,281,2817,28171,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Office Machinery and Equipment (except Computers and Peripheral Equipment),Manufacture of office machinery and equipment (except computers and peripheral equipment)
SECTION C,28,281,2817,28172,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Office Machinery and Equipment (except Computers and Peripheral Equipment),Repair and maintenance of office machinery and equipment
SECTION C,28,281,2818,28181,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Robots,Manufacture and repair of industrial robots (including Automated Guided Vehicles (AGVs))
SECTION C,28,281,2818,28182,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Robots,Manufacture and repair of service robots
SECTION C,28,281,2818,28189,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Robots,Manufacture and repair of robots n.e.c.
SECTION C,28,281,2819,28191,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Other General Purpose Machinery,"Manufacture and repair of refrigerating, air-conditioning and ventilating machinery and equipment except household refrigerators"
SECTION C,28,281,2819,28192,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Other General Purpose Machinery,Manufacture and repair of laser equipment
SECTION C,28,281,2819,28193,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Other General Purpose Machinery,"Manufacture and repair of separation/mixing equipment (e.g. filters, separators, mixers)"
SECTION C,28,281,2819,28194,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Other General Purpose Machinery,Manufacture and repair of solar modules and panels
SECTION C,28,281,2819,28195,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Other General Purpose Machinery,Manufacture and repair of welding and soldering equipment (including arc welding electrodes)
SECTION C,28,281,2819,28196,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Other General Purpose Machinery,Manufacture and repair of packaging machinery
SECTION C,28,281,2819,28199,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF GENERAL PURPOSE MACHINERY,Manufacture and Repair of Other General Purpose Machinery,Manufacture and repair of other general purpose machinery and equipment except electrical and electronic n.e.c.
SECTION C,28,282,2821,28210,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,Manufacture and Repair of Agricultural and Forestry Machinery,Manufacture and repair of agricultural and forestry machinery
SECTION C,28,282,2822,28221,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,Manufacture and Repair of Metal-Forming Machinery and Machine Tools,"Manufacture and repair of machinery and machine-tools - metal cutting types (e.g. lathes, milling machines, shaping machines)"
SECTION C,28,282,2822,28222,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,Manufacture and Repair of Metal-Forming Machinery and Machine Tools,"Manufacture and repair of machinery and machine-tools - metal forming types (e.g. forging press, cold heading machines, press breaks)"
SECTION C,28,282,2822,28223,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,Manufacture and Repair of Metal-Forming Machinery and Machine Tools,"Manufacture of dies, moulds, tools, jigs and fixtures"
SECTION C,28,282,2822,28224,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,Manufacture and Repair of Metal-Forming Machinery and Machine Tools,"Manufacture of machine tool accessories (e.g. small cutting tools, precision measuring tools and other attachments such as tool holders)"
SECTION C,28,282,2822,28225,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,Manufacture and Repair of Metal-Forming Machinery and Machine Tools,Manufacture and repair of metal additive manufacturing (AM) equipment (including metal powder)
SECTION C,28,282,2822,28229,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,Manufacture and Repair of Metal-Forming Machinery and Machine Tools,Manufacture and repair of metal-forming machinery and machine tools n.e.c. (including metalworking machinery)
SECTION C,28,282,2824,28241,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,"Manufacture and Repair of Machinery for Mining, Quarrying and Construction",Manufacture and repair of oil rigs
SECTION C,28,282,2824,28242,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,"Manufacture and Repair of Machinery for Mining, Quarrying and Construction","Manufacture and repair of other oilfield and gasfield machinery and equipment (e.g. derricks, tool joints)"
SECTION C,28,282,2824,28243,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,"Manufacture and Repair of Machinery for Mining, Quarrying and Construction",Manufacture and repair of construction machinery and parts
SECTION C,28,282,2824,28249,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,"Manufacture and Repair of Machinery for Mining, Quarrying and Construction","Manufacture and repair of machinery for mining, quarrying and construction n.e.c."
SECTION C,28,282,2825,28251,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,"Manufacture and Repair of Machinery for Food, Beverage and Tobacco Processing",Manufacture and repair of machinery for food products processing
SECTION C,28,282,2825,28252,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,"Manufacture and Repair of Machinery for Food, Beverage and Tobacco Processing",Manufacture and repair of machinery for beverage production
SECTION C,28,282,2825,28253,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,"Manufacture and Repair of Machinery for Food, Beverage and Tobacco Processing",Manufacture and repair of machinery for tobacco processing
SECTION C,28,282,2826,28260,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,"Manufacture and Repair of Machinery for Textile, Apparel and Leather Production","Manufacture and repair of machinery for textile, apparel and leather production"
SECTION C,28,282,2827,28271,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,Manufacture and Repair of Semiconductor Related Equipment,Manufacture of probe cards
SECTION C,28,282,2827,28272,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,Manufacture and Repair of Semiconductor Related Equipment,Manufacture of bonding tools
SECTION C,28,282,2827,28273,1,1,1,,,MANUFACTURING,MANUFACTURE OF MACHINERY AND EQUIPMENT,MANUFACTURE OF SPECIAL PURPOSE MACHINERY,Manufacture and Repair of Semiconductor Related Equipment,Manufacture and repair of semiconductor assembly and testing equipment (including computer burn-in system)
