Section_code,Division_code,Group_code,Class_code,Item_code,,,,,,Section_name,Division_name,Group_name,Class_name,Item_name
SECTION G,46,466,4663,46631,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,"Wholesale of Construction Materials, Hardware, Plumbing and Heating Equipment and Supplies","Wholesale of logs, sawn timber, plywood and related products"
SECTION G,46,466,4663,46632,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,"Wholesale of Construction Materials, Hardware, Plumbing and Heating Equipment and Supplies","Wholesale of general hardware (e.g. locks, hinges)"
SECTION G,46,466,4663,46633,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,"Wholesale of Construction Materials, Hardware, Plumbing and Heating Equipment and Supplies","Wholesale of structural clay and concrete products (e.g. mosaic tiles, bricks)"
SECTION G,46,466,4663,46634,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,"Wholesale of Construction Materials, Hardware, Plumbing and Heating Equipment and Supplies",Wholesale of paints (including varnishes and supplies)
SECTION G,46,466,4663,46635,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,"Wholesale of Construction Materials, Hardware, Plumbing and Heating Equipment and Supplies",Wholesale of glass
SECTION G,46,466,4663,46639,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,"Wholesale of Construction Materials, Hardware, Plumbing and Heating Equipment and Supplies","Wholesale of construction materials, hardware, plumbing and heating equipment and supplies n.e.c. (e.g. cement, sand)"
SECTION G,46,466,4664,46641,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,Wholesale of Chemicals and Chemical Products,Wholesale of basic industrial chemicals (except fertilisers)
SECTION G,46,466,4664,46642,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,Wholesale of Chemicals and Chemical Products,Wholesale of chemical fertilisers
SECTION G,46,466,4664,46643,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,Wholesale of Chemicals and Chemical Products,Wholesale of petrochemical products
SECTION G,46,466,4664,46649,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,Wholesale of Chemicals and Chemical Products,Wholesale of chemicals and chemical products n.e.c.
SECTION G,46,466,4665,46651,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,"Wholesale of Other Intermediate Products, Waste and Scrap","Wholesale of scrap, junk and waste dealers"
SECTION G,46,466,4665,46659,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,"Wholesale of Other Intermediate Products, Waste and Scrap","Wholesale of other intermediate products, waste and scrap n.e.c."
SECTION G,46,466,4666,46661,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,Ship Chandlers and Ship Bunkering,Ship chandlers
SECTION G,46,466,4666,46662,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,OTHER SPECIALISED WHOLESALE,Ship Chandlers and Ship Bunkering,Ship bunkering
SECTION G,46,469,4690,46900,1,1,1,,,WHOLESALE AND RETAIL TRADE,WHOLESALE TRADE,NON-SPECIALISED WHOLESALE TRADE,Non-specialised Wholesale Trade,Wholesale trade of a variety of goods without a dominant product
SECTION G,47,471,4711,47111,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE IN NON-SPECIALISED STORES,Retail Sale in Non-Specialised Stores with Predominantly Food and Beverages Products,Supermarkets
SECTION G,47,471,4711,47112,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE IN NON-SPECIALISED STORES,Retail Sale in Non-Specialised Stores with Predominantly Food and Beverages Products,"Mini-marts, convenience stores and provision shops"
SECTION G,47,471,4719,47191,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE IN NON-SPECIALISED STORES,Retail Sale in Other Non-Specialised Stores,Department stores
SECTION G,47,471,4719,47192,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE IN NON-SPECIALISED STORES,Retail Sale in Other Non-Specialised Stores,Department stores cum supermarkets (including hypermarkets)
SECTION G,47,471,4719,47199,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE IN NON-SPECIALISED STORES,Retail Sale in Other Non-Specialised Stores,Retail sale in other non-specialised stores n.e.c.
SECTION G,47,472,4721,47211,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALISED STORES",Retail Sale of Food in Specialised Stores,Retail sale of fruits and vegetables
SECTION G,47,472,4721,47212,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALISED STORES",Retail Sale of Food in Specialised Stores,"Retail sale of meat, poultry, eggs and seafood"
SECTION G,47,472,4721,47213,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALISED STORES",Retail Sale of Food in Specialised Stores,Retail sale of confectionery and bakery products (not manufactured on site)
SECTION G,47,472,4721,47214,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALISED STORES",Retail Sale of Food in Specialised Stores,Retail sale of health supplements
SECTION G,47,472,4721,47219,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALISED STORES",Retail Sale of Food in Specialised Stores,Retail sale of food n.e.c.
SECTION G,47,472,4722,47220,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALISED STORES",Retail Sale of Beverages in Specialised Stores,Retail sale of beverages
SECTION G,47,472,4723,47230,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALISED STORES",Retail Sale of Tobacco Products in Specialised Stores,Retail sale of tobacco products
SECTION G,47,473,4731,47311,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL SALE OF MOTOR VEHICLES, PARTS, ACCESSORIES AND AUTOMOTIVE FUEL IN SPECIALISED STORES","Retail Sale of Motor Vehicles, Parts and Accessories in Specialised Stores",Retail sale of motor vehicles except motorcycles and scooters
SECTION G,47,473,4731,47312,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL SALE OF MOTOR VEHICLES, PARTS, ACCESSORIES AND AUTOMOTIVE FUEL IN SPECIALISED STORES","Retail Sale of Motor Vehicles, Parts and Accessories in Specialised Stores",Retail sale of motorcycles and scooters
SECTION G,47,473,4731,47313,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL SALE OF MOTOR VEHICLES, PARTS, ACCESSORIES AND AUTOMOTIVE FUEL IN SPECIALISED STORES","Retail Sale of Motor Vehicles, Parts and Accessories in Specialised Stores",Retail sale of tyres and batteries
SECTION G,47,473,4731,47314,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL SALE OF MOTOR VEHICLES, PARTS, ACCESSORIES AND AUTOMOTIVE FUEL IN SPECIALISED STORES","Retail Sale of Motor Vehicles, Parts and Accessories in Specialised Stores",Retail sale of spare parts and accessories for motor vehicles
SECTION G,47,473,4732,47320,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL SALE OF MOTOR VEHICLES, PARTS, ACCESSORIES AND AUTOMOTIVE FUEL IN SPECIALISED STORES",Retail Sale of Automotive Fuel in Specialised Stores,"Retail sale of automotive fuel (e.g. petrol kiosks, CNG refilling stations)"
SECTION G,47,474,4741,47411,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF INFORMATION AND COMMUNICATIONS EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Computers, Peripheral Equipment, Software and Telecommunications Equipment in Specialised Stores",Retail sale of handphones
SECTION G,47,474,4741,47412,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF INFORMATION AND COMMUNICATIONS EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Computers, Peripheral Equipment, Software and Telecommunications Equipment in Specialised Stores","Retail sale of computer hardware (including handheld computers) and peripheral equipment, and computer software (except games and cybersecurity hardware and software)"
SECTION G,47,474,4741,47413,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF INFORMATION AND COMMUNICATIONS EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Computers, Peripheral Equipment, Software and Telecommunications Equipment in Specialised Stores",Retail sale of computer games (including electronic games and video game consoles)
SECTION G,47,474,4741,47414,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF INFORMATION AND COMMUNICATIONS EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Computers, Peripheral Equipment, Software and Telecommunications Equipment in Specialised Stores",Retail sale of computer and office equipment consumables (e.g. printer cartridges)
SECTION G,47,474,4741,47415,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF INFORMATION AND COMMUNICATIONS EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Computers, Peripheral Equipment, Software and Telecommunications Equipment in Specialised Stores","Retail sale of cybersecurity software, hardware and peripheral equipment"
SECTION G,47,474,4742,47420,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF INFORMATION AND COMMUNICATIONS EQUIPMENT IN SPECIALISED STORES,Retail Sale of Audio and Video Equipment in Specialised Stores,"Retail sale of audio and video equipment (e.g. radio and television sets, sound reproducing and recording equipment)"
SECTION G,47,475,4751,47510,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,Retail Sale of Textiles in Specialised Stores,Retail sale of textiles
SECTION G,47,475,4752,47521,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Hardware, Paint and Glass in Specialised Stores",Retail sale of paints
SECTION G,47,475,4752,47522,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Hardware, Paint and Glass in Specialised Stores","Retail sale of hardware (e.g. chains, changkols, axes)"
SECTION G,47,475,4752,47529,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Hardware, Paint and Glass in Specialised Stores","Retail sale of hardware, paint and glass n.e.c. (e.g. wood, glass, sanitary ware, Do-It-Yourself materials)"
SECTION G,47,475,4753,47531,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Electrical Household Appliances, Furniture, Lighting Equipment and Other Household Articles in Specialised Stores","Retail sale of furniture (including mattresses, cushions)"
SECTION G,47,475,4753,47532,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Electrical Household Appliances, Furniture, Lighting Equipment and Other Household Articles in Specialised Stores","Retail sale of furnishings (e.g. curtains, carpets, pillow cases)"
SECTION G,47,475,4753,47533,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Electrical Household Appliances, Furniture, Lighting Equipment and Other Household Articles in Specialised Stores",Retail sale of lighting and lighting accessories
SECTION G,47,475,4753,47534,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Electrical Household Appliances, Furniture, Lighting Equipment and Other Household Articles in Specialised Stores","Retail sale of crockery, cutlery and kitchen utensils"
SECTION G,47,475,4753,47535,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Electrical Household Appliances, Furniture, Lighting Equipment and Other Household Articles in Specialised Stores","Retail sale of household electrical appliances and equipment (e.g. vacuum cleaners, washing machines, refrigerators)"
SECTION G,47,475,4753,47536,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Electrical Household Appliances, Furniture, Lighting Equipment and Other Household Articles in Specialised Stores",Retail sale of musical instruments and scores
SECTION G,47,475,4753,47537,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Electrical Household Appliances, Furniture, Lighting Equipment and Other Household Articles in Specialised Stores",Retail sale of security and fire-fighting equipment
SECTION G,47,475,4753,47539,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER HOUSEHOLD EQUIPMENT IN SPECIALISED STORES,"Retail Sale of Electrical Household Appliances, Furniture, Lighting Equipment and Other Household Articles in Specialised Stores","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles n.e.c."
SECTION G,47,476,4761,47610,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF CULTURAL AND RECREATION GOODS IN SPECIALISED STORES,"Retail Sale of Books, Newspapers and Stationery in Specialised Stores","Retail sale of books, newspapers and stationery (including newsvendors)"
SECTION G,47,476,4762,47620,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF CULTURAL AND RECREATION GOODS IN SPECIALISED STORES,Retail Sale of Music and Video Recordings in Specialised Stores,"Retail sale of music and video recordings (e.g. DVDs, Blu-ray discs)"
SECTION G,47,476,4763,47630,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF CULTURAL AND RECREATION GOODS IN SPECIALISED STORES,Retail Sale of Sporting Equipment in Specialised Stores,"Retail sale of sports apparel and equipment (including bicycles, boats and healthcare equipment)"
SECTION G,47,476,4764,47640,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF CULTURAL AND RECREATION GOODS IN SPECIALISED STORES,Retail Sale of Games and Toys in Specialised Stores,Retail sale of games and toys
SECTION G,47,477,4771,47711,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Clothing, Footwear and Leather Articles in Specialised Stores",Retail sale of clothing for adults
SECTION G,47,477,4771,47712,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Clothing, Footwear and Leather Articles in Specialised Stores",Retail sale of children and infants’ clothing (including products and accessories for infants)
SECTION G,47,477,4771,47713,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Clothing, Footwear and Leather Articles in Specialised Stores",Retail sale of footwear
SECTION G,47,477,4771,47714,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Clothing, Footwear and Leather Articles in Specialised Stores","Retail sale of bags, luggage and travel accessories"
SECTION G,47,477,4771,47715,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Clothing, Footwear and Leather Articles in Specialised Stores","Retail sale of sewing and clothing accessories (e.g. button, thread, lace, zip, belt, tie)"
SECTION G,47,477,4771,47719,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Clothing, Footwear and Leather Articles in Specialised Stores","Retail sale of clothing, footwear and leather articles n.e.c."
SECTION G,47,477,4772,47721,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Pharmaceutical and Medical Goods, Cosmetics and Toilet Articles in Specialised Stores",Retail sale of cosmetics and toiletries (including skin care products)
SECTION G,47,477,4772,47722,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Pharmaceutical and Medical Goods, Cosmetics and Toilet Articles in Specialised Stores",Pharmacies and drug stores (Western)
SECTION G,47,477,4772,47723,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Pharmaceutical and Medical Goods, Cosmetics and Toilet Articles in Specialised Stores",Chinese medicine shops
SECTION G,47,477,4772,47729,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Pharmaceutical and Medical Goods, Cosmetics and Toilet Articles in Specialised Stores",Retail sale of pharmaceutical and medical goods n.e.c.
SECTION G,47,477,4773,47731,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,Retail Sale of Personal Effects in Specialised Stores,Retail sale of jewellery made from precious metals and stones
SECTION G,47,477,4773,47732,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,Retail Sale of Personal Effects in Specialised Stores,Retail sale of costume jewellery
SECTION G,47,477,4773,47733,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,Retail Sale of Personal Effects in Specialised Stores,Retail sale of watches and clocks
SECTION G,47,477,4773,47739,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,Retail Sale of Personal Effects in Specialised Stores,Retail sale of personal effects n.e.c.
SECTION G,47,477,4774,47741,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Handicrafts and Fancy Goods, Flowers, Plants and Pet Animals in Specialised Stores",Retail sale of antiques and works of art
SECTION G,47,477,4774,47742,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Handicrafts and Fancy Goods, Flowers, Plants and Pet Animals in Specialised Stores","Retail sale of handicrafts, collectibles and gifts"
SECTION G,47,477,4774,47743,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Handicrafts and Fancy Goods, Flowers, Plants and Pet Animals in Specialised Stores",Retail sale of cut flowers (including wreaths)
SECTION G,47,477,4774,47744,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Handicrafts and Fancy Goods, Flowers, Plants and Pet Animals in Specialised Stores",Retail sale of artificial flowers and plants
SECTION G,47,477,4774,47745,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Handicrafts and Fancy Goods, Flowers, Plants and Pet Animals in Specialised Stores",Retail sale of aquarium fishes (including food and accessories)
SECTION G,47,477,4774,47746,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Handicrafts and Fancy Goods, Flowers, Plants and Pet Animals in Specialised Stores",Retail sale of pet birds and animals (including food and accessories)
SECTION G,47,477,4774,47749,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,"Retail Sale of Handicrafts and Fancy Goods, Flowers, Plants and Pet Animals in Specialised Stores","Retail sale of handicrafts and fancy goods, flowers, plants and pet animals n.e.c."
SECTION G,47,477,4775,47751,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,Retail Sale of Optical and Photographic Goods in Specialised Stores,Retail sale of spectacles and other optical goods
SECTION G,47,477,4775,47752,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,Retail Sale of Optical and Photographic Goods in Specialised Stores,Retail sale of cameras and other photographic goods
SECTION G,47,477,4775,47759,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,Retail Sale of Optical and Photographic Goods in Specialised Stores,Retail sale of optical and photographic goods n.e.c.
SECTION G,47,477,4776,47761,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,Retail Sale of Other Goods in Specialised Stores,Retail sale of joss paper and other ceremonial products
SECTION G,47,477,4776,47762,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,Retail Sale of Other Goods in Specialised Stores,Retail sale of liquefied petroleum gas (LPG)
SECTION G,47,477,4776,47769,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,Retail Sale of Other Goods in Specialised Stores,Retail sale of specific commodities n.e.c.
SECTION G,47,477,4777,47770,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE OF OTHER GOODS IN SPECIALISED STORES,Retail Sale of Second-Hand Goods in Stores,Retail sale of second-hand goods in stores
SECTION G,47,478,4780,47801,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE VIA STALLS AND MARKETS,Retail Sale via Stalls and Markets of Uncooked Food and Other Commodities,Stalls (including pushcarts) selling uncooked food
SECTION G,47,478,4780,47802,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,RETAIL SALE VIA STALLS AND MARKETS,Retail Sale via Stalls and Markets of Uncooked Food and Other Commodities,Stalls (including pushcarts) selling other commodities (other than uncooked food)
SECTION G,47,479,4791,47910,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",Retail Sale via Internet,Retail sale via internet (with income mainly from online sales)
SECTION G,47,479,4799,47991,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL TRADE NOT IN STORES, STALLS OR MARKETS","Other Retail Sale Not in Stores, Stalls or Markets",Retail sale via vending machines (with income mainly from vending machine sales)
SECTION G,47,479,4799,47992,1,1,1,,,WHOLESALE AND RETAIL TRADE,RETAIL TRADE,"RETAIL TRADE NOT IN STORES, STALLS OR MARKETS","Other Retail Sale Not in Stores, Stalls or Markets","Other retail sale not in stores, stalls or markets (e.g. sale via door-to-door canvassing, mail order houses, TV)"
SECTION H,49,491,4910,49101,1,1,1,,,TRANSPORTATION AND STORAGE,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,TRANSPORT VIA RAILWAYS,Passenger and Freight Rail Transport,Railroad services
SECTION H,49,491,4910,49102,1,1,1,,,TRANSPORTATION AND STORAGE,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,TRANSPORT VIA RAILWAYS,Passenger and Freight Rail Transport,Mass rapid transit systems (including light rail)
SECTION H,49,492,4921,49211,1,1,1,,,TRANSPORTATION AND STORAGE,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,OTHER LAND TRANSPORT,Passenger Land Transport,Public bus services (scheduled services)
SECTION H,49,492,4921,49212,1,1,1,,,TRANSPORTATION AND STORAGE,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,OTHER LAND TRANSPORT,Passenger Land Transport,Chartered bus services (including school buses)
SECTION H,49,492,4921,49213,1,1,1,,,TRANSPORTATION AND STORAGE,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,OTHER LAND TRANSPORT,Passenger Land Transport,Inter-country bus services
SECTION H,49,492,4921,49214,1,1,1,,,TRANSPORTATION AND STORAGE,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,OTHER LAND TRANSPORT,Passenger Land Transport,Taxi services (excluding taxi booking services)
SECTION H,49,492,4921,49219,1,1,1,,,TRANSPORTATION AND STORAGE,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,OTHER LAND TRANSPORT,Passenger Land Transport,Passenger land transport n.e.c. (e.g. private cars for hire with operator and trishaws)
SECTION H,49,492,4922,49220,1,1,1,,,TRANSPORTATION AND STORAGE,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,OTHER LAND TRANSPORT,Aerial Cableways,Aerial cableways (including cable car services)
SECTION H,49,492,4923,49231,1,1,1,,,TRANSPORTATION AND STORAGE,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,OTHER LAND TRANSPORT,Freight Land Transport,Freight transport by road
SECTION H,49,492,4923,49232,1,1,1,,,TRANSPORTATION AND STORAGE,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,OTHER LAND TRANSPORT,Freight Land Transport,"Moving services (e.g. delivery services, baggage transfer services, furniture moving services)"
SECTION H,49,492,4923,49239,1,1,1,,,TRANSPORTATION AND STORAGE,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,OTHER LAND TRANSPORT,Freight Land Transport,Freight land transport n.e.c. (e.g. rental and leasing of lorries and trucks with operator)
SECTION H,49,493,4930,49300,1,1,1,,,TRANSPORTATION AND STORAGE,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,TRANSPORT VIA PIPELINES,Transport via Pipelines,Transport via pipelines
SECTION H,50,500,5001,50011,1,1,1,,,TRANSPORTATION AND STORAGE,WATER TRANSPORT,WATER TRANSPORT,Passenger Water Transport,International cruise services
SECTION H,50,500,5001,50012,1,1,1,,,TRANSPORTATION AND STORAGE,WATER TRANSPORT,WATER TRANSPORT,Passenger Water Transport,Other sight-seeing cruise services (e.g. harbour and river cruises)
